name,LCD_x_[A],LCD_y_[A],LCD_z_[A],GCD_x_[A],GCD_y_[A],GCD_z_[A],PLD_x_[A],PLD_y_[A],PLD_z_[A],unitcell_vol_[Aˆ3],ASA_[mˆ2/g],AV_A^3,AV_Volume_fraction,node_connectivity,linker_length_[A],node_length_[A],linker_mass_[amu],node_mass_[amu],node_metal_mass_[amu],topology,cell_a_length_[A],cell_b_length_[A],cell_c_length_[A],alpha_[deg],beta_[deg],gamma_[deg],density,volume,number_of_vertices,number_of_edges,number_of_carbons_per_primitive_cell,number_of_hydrogens_per_primitive_cell,number_of_nitrogens_per_primitive_cell,number_of_oxygens_per_primitive_cell,formula,kx,ky,kz
SR_ssba_v1-3c_triazine_Ch_v2-3c_Cu_imadazoline_Ch_ntn_edge_2B_fused_Ch_1x1x1,64.93377,44.33285,64.60661,44.33285,37.42883,64.93377,64.60661,37.65621,63.78205,595404,5627.86,556607,0.93484,2,37.71045779931051,0.0,1585.726,63.54600000000001,63.54600000000001,ssba,69.28992,92.69197,92.71409,90.69047,90.04203000000003,90.4726,0.06418,595403.56568,1984.0,2923.0,1024,576,288,0,Cu96 H576 C1024 N288,0.06583,0.05787000000000001,0.06948
SR_ycq_v1-4c_V_1_Ch_v2-3c_pyrrole_Ch_1DoU_Ch_1x1x1,37.66846,22.11744,37.46767,22.11744,22.01732,37.66846,37.56230,22.11744,37.56230,80745.2,4375.72,65279.2,0.80846,4,12.686839734600772,2.0891843711913025,434.35900000000004,101.884,50.942,ycq,43.15581,43.2112,43.3298,88.94745,89.23953,88.27274,0.21377,80745.16294,840.0,1236.0,360,216,24,192,V48 H216 C360 N24 O192,0.14276,0.12089,0.0838
SR_fsb_v1-4c_bicyclooctane_Ch_v2-6c_Fe_1_Ch_1B_2CH3_Ch_ntn_edge_2x2x2,8.85421,3.65270,8.40486,3.73686,3.36056,8.76365,5.65496,3.73686,5.65496,41953.6,3069.32,8315.21,0.1982,6,22.954898570350906,3.441500740747124,2378.64,183.53400000000002,55.845,fsb,31.23174,38.85311,38.93225,117.34267,91.28616,89.41328,0.8694,41953.6358,2464.0,3985.0,1248,960,0,208,Fe48 H960 C1248 O208,0.17923,0.16995,0.27492
SR_dnj_v1-8c_Co_1_Ch_v2-6c_B_Ch_v3-3c_B_Ch_2B_2NH2_Ch_1x1x1,37.82966,26.85857,37.76000,26.85857,26.56862,37.76000,37.76000,26.85857,37.52325,149411,5002.1,111467,0.74604,12,43.451219389953444,3.8818528400619448,4871.299,251.731,58.933,dnj,52.50839000000001,53.04489,53.64446,89.77344000000002,89.75213000000002,89.68663000000002,0.23334,149411.23952,2430.0,3573.0,1080,936,288,102,Co24 H936 C1080 N288 O102,0.29762,0.32039,0.37595
SR_idp_v1-4c_porphyrin_Ch_v2-3c_triazine_Ch_v3-6c_Ni_1_Ch_1B_2NO2_Ch_ntn_edge_1x1x1,17.39276,6.61613,14.86420,6.96724,6.96724,11.97392,11.97392,5.79444,16.54547,42044.3,3997.53,18758.5,0.44616,6,25.192403450797162,5.883281099399213,2299.349,268.786,58.693000000000005,idp,33.5346,34.8808,35.94583,90.04381,90.52352,90.19152,0.6298,42044.32685,1228.0,1684.0,528,172,192,304,Ni32 H172 C528 N192 O304,0.15474000000000002,0.15458,0.19386
SR_mote_v1-4c_1anC_Ch_v2-4c_Ni_1_Ch_ntn_edge_2B_2CN_Ch_2x2x2,15.07070,12.58712,15.07070,12.58712,6.89347,14.96231,15.07070,5.33538,15.00887,61138.9,3659.61,28429.6,0.465,4,23.878337130131,2.3864210915513207,2418.001,117.38600000000001,58.693000000000005,mote,35.81969,40.91957,41.71753,89.77016,89.65361,89.19426999999997,0.57639,61138.85275,1792.0,2190.0,1120,256,256,128,Ni32 H256 C1120 N256 O128,0.74443,0.87156,0.22885
SR_tty_v1-8c_Zr_1_Ch_v2-3c_B_Ch_ntn_edge_2B_2NO2_Ch_1x1x2,19.50851,7.26742,19.45227,17.19462,7.26742,19.50851,19.50851,17.19462,19.50851,30466.9,4243.89,17871.9,0.5866,8,26.986081062482356,10.506718209485443,1654.95,819.454,91.224,tty,28.56575,28.5905,39.8472,89.91982,89.88027,69.42142,0.45012,30466.92368,644.0,953.0,256,120,64,192,Zr12 H120 C256 N64 O192,0.31776,0.18327,0.28262
SR_aca_v1-4c_porphyrin_Ch_v2-6c_bicyclooctane_Ch_v3-6c_CdZn_1_Ch_2B_2OH_Ch_1x1x1,20.59862,17.62169,20.59862,17.62169,9.78271,20.59862,20.59862,9.33912,20.59862,63199.6,4673.18,41313.6,0.6537,6,25.78674487478148,3.3508788986671854,1347.128,418.579,65.38,aca,36.56186,44.3937,44.81329,119.67117,89.92696,90.18396,0.36556,63199.60794,1226.0,1589.0,604,352,24,222,Zn6 Cd18 H352 C604 N24 O222,0.44939,0.51069,0.28059
SR_gah_v1-4c_bicyclooctane_Ch_v2-3c_Cu_imadazoline_Ch_ntn_edge_2B_2OH_Ch_1x1x1,37.77475,30.58730,37.25301,30.71748,30.71748,37.29924,37.29924,16.11308,37.69233,157320,5195.09,138165,0.87824,2,36.9734117837563,0.0,2109.9539999999997,63.54600000000001,63.54600000000001,gah,40.42353,42.05592,105.24051,91.17442,89.76221,118.41679,0.12813,157320.23554000002,1008.0,1354.0,462,300,108,84,Cu54 H300 C462 N108 O84,0.17987,0.13807,0.08167999999999999
SR_moc_v1-4c_bicyclooctane_Ch_v2-3c_Cu_imadazoline_Ch_ntn_edge_1DoU_Ch_1B_4H_Ch_1x2x2,15.60561,12.45892,15.09535,12.45892,12.32681,15.35830,15.09535,11.23091,15.60561,46125.5,4599.89,32185.5,0.69778,2,31.39042853823966,0.0,1233.371,63.54600000000001,63.54600000000001,moc,30.90548,32.7704,45.68003,90.19142,93.30204,92.93935,0.33296,46125.54864,768.0,1132.0,384,240,96,0,Cu48 H240 C384 N96,3.9764,3.402,4.3054
SR_koh_v1-6c_Zn_1_Ch_v2-6c_Zn_1_Ch_v3-3c_triazine_Ch_2B_4H_Ch_1x1x1,39.99534,17.69291,39.99534,17.80436,17.69291,39.99534,39.85931,17.80436,39.85931,245166,5519.57,198079,0.80794,6,21.549449589021386,3.22185532489605,666.6669999999999,277.519,65.38,koh,62.54505,62.5546,62.6625,89.99557,89.94662,89.93677,0.18503,245165.56255,2524.0,3943.0,1344,768,72,260,Zn80 H768 C1344 N72 O260,0.09208,0.10303,0.10608
SR_fof_v1-3c_Cu_imadazoline_Ch_v2-4c_Cu_1_Ch_1B_2OH_Ch_ntn_edge_2x2x1,22.52693,12.56634,22.37651,12.87691,12.87691,22.35017,22.35017,12.45073,22.38546,54512.6,4225.66,40849.5,0.74936,2,4.565634542906388,0.0,110.072,63.54600000000001,63.54600000000001,fof,29.26339,30.54922,69.41888,90.16684,89.93211,118.5491,0.32593,54512.5784,666.0,909.0,252,144,108,90,Cu72 H144 C252 N108 O90,0.18086,0.19188,0.34761
SR_ssa_v1-4c_tetrathiafulvalene_Ch_v2-4c_Cu_1_Ch_1B_2DoU_Ch_1x1x1,37.59461,34.67176,37.59461,34.67176,25.92851,37.59461,37.59461,25.73065,37.59461,84603.5,5768.85,73787.8,0.87216,4,28.898172810528322,2.374216043622188,889.035,127.09200000000001,63.54600000000001,ssa,44.57887,46.74896,46.81461,60.13348000000001,89.73951,89.70149,0.11966,84603.54211000001,576.0,880.0,300,192,0,48,Cu12 H192 C300 S24 O48,0.12329,0.09305,0.20089
SR_xaw_v1-4c_porphyrin_Ch_v2-6c_Fe_1_Ch_1B_2CH3_Ch_1x1x1,14.93174,4.78470,14.93174,5.00176,4.78316,14.93174,14.87957,5.00176,14.87957,25721.1,4178.7,10743.7,0.4177,6,19.66011604632796,3.3698630294528313,898.9680000000001,183.53400000000002,55.845,xaw,29.504490000000004,29.50605,29.54698,90.04451,90.4431,90.36705,0.5918800000000001,25721.14111,956.0,1523.0,456,348,24,104,Fe24 H348 C456 N24 O104,0.06411,0.11075,0.1624
SR_vbw_v1-6c_Al_1_Ch_1B_2F_Ch_1x1x2,13.98253,8.93862,13.50653,8.93862,5.41422,13.60190,13.50653,8.93862,13.19101,29318,3605.46,13887.4,0.47368,6,7.409603861630527,3.0754359133994327,200.09599999999998,96.945,26.982,vbw,20.26229,34.50427,41.93600000000001,90.36381,90.2741,90.06353,0.63185,29318.004360000006,832.0,1314.0,384,96,0,208,Al48 H96 C384 O208 F96,0.07408,0.08262,0.09211
SR_nia_v1-6c_Ni_1_Ch_v2-6c_bicyclooctane_Ch_2B_2F_Ch_2x2x1,16.55627,8.15702,16.55627,8.15702,8.15702,16.36029,16.55627,8.08567,15.73354,13076.8,4121.07,7283.8,0.557,6,23.155710624729682,5.834917916943219,1707.0910000000001,268.786,58.693000000000005,nia,21.5349,23.67998,28.76673,88.39501,86.66676,63.2456,0.5018,13076.8424,312.0,482.0,172,56,0,28,Ni8 H56 C172 O28 F48,0.11267,0.09228,0.05684
SR_stx_v1-3c_triazine_Ch_v2-4c_Ni_1_Ch_2B_2F_Ch_1x1x1,35.35370,18.09221,35.09308,21.14212,18.56510,35.35370,35.09602,21.14212,35.09602,123826,5212.4,103373,0.83482,4,33.005389355603256,2.386133244067272,1452.922,117.38600000000001,58.693000000000005,stx,48.47031,48.5616,52.60702,89.97969,89.99793000000003,89.98552,0.16846,123826.17605,1008.0,1581.0,560,160,48,64,Ni16 H160 C560 N48 O64 F160,0.17768,0.27759,0.25683
SR_sty_v1-4c_B_Ch_v2-3c_Cu_imadazoline_Ch_1B_4CN_Ch_ntn_edge_1x1x1,30.88283,19.83897,30.56168,29.83734,20.07600,30.10576,30.88283,29.83734,30.88283,70548.5,4737.55,56055.1,0.79456,2,18.817547838354553,0.0,1042.885,63.54600000000001,63.54600000000001,sty,42.21534000000001,42.35529,45.44502,90.06302,90.40738,119.74497,0.21978000000000006,70548.54819,672.0,853.0,384,84,168,0,Cu36 H84 C384 N168,0.027000000000000003,0.05711,0.048310000000000006
SR_flt_v1-3c_B_Ch_v2-8c_Zr_1_Ch_1B_2F_Ch_ntn_edge_2x2x1,8.03994,4.48242,7.23150,4.71908,4.48242,7.89319,8.03994,4.71908,8.03994,5599.42,2648.52,1600.2,0.28578,8,13.803335897038224,10.905924663997732,438.293,819.454,91.224,flt,13.3179,13.34848,31.497640000000004,90.08253,90.09613,90.15816,1.00594,5599.4199899999985,236.0,427.0,88,64,0,64,Zr12 H64 C88 O64 F8,0.61137,0.58185,0.5066
SR_crsd_v1-8c_Mn_1_Ch_v2-4c_1anC_Ch_ntn_edge_1B_2SH_Ch_1x1x1,6.24274,4.03767,6.01510,4.03767,3.94574,6.00378,6.01510,3.94574,6.24274,17705.3,3195.31,3130.29,0.1768,16,14.051310802698588,5.065463733352257,845.0369999999999,255.202,54.938,crsd,25.84725,26.072370000000006,26.27627,89.37269,89.44852,89.60519000000002,1.02973,17705.26889,752.0,1075.0,264,128,256,0,Mn32 H128 C264 S64 N256 Cl8,0.30024,0.33258000000000004,0.22942
SR_xaj_v1-12c_Zr_1_Ch_v2-3c_B_Ch_v3-8c_Zr_1_Ch_1DoU_Ch_1TrU_Ch_1x1x1,27.90960,15.39781,27.51001,15.39781,15.29835,27.90960,27.51001,15.35203,27.84336,22456.8,3247.58,14077.7,0.62688,12,11.937151288960614,5.771182728188133,281.199,679.368,91.224,xaj,28.00178,28.17553,28.46366,89.97426999999998,89.96575,89.92439,0.48153,22456.80985,444.0,783.0,180,112,0,128,Zr24 H112 C180 O128,0.05383,0.04965,0.05845
SR_uli_v1-4c_In_1_Ch_1B_2F_Ch_1x1x1,28.02787,18.04106,27.45726,18.11134,18.11134,27.48387,27.48387,17.92918,27.97652,141810,4054.91,108606,0.76586,4,7.3599321625222185,0.0,200.09599999999998,114.8,114.82,uli,52.14291,52.14653,52.15413,89.97574,89.88186999999998,89.80332,0.28947,141809.68106,1584.0,2653.0,768,192,0,384,In48 H192 C768 O384 F192,0.10081,0.09589,0.11277
SR_epo_v1-3c_pyrrole_Ch_v2-6c_Zn_1_Ch_v3-4c_porphyrin_Ch_ntn_edge_1B_2Br_Ch_1x1x1,21.11769,11.53942,13.91610,11.53942,10.51138,12.53130,13.91610,9.50955,21.11769,46653.2,2517.56,26932,0.57728,6,22.24068870273288,3.1541533975924514,2785.785,277.519,65.38,epo,35.03597,35.60192,37.40522,90.34795,90.67282,90.05457,0.67398,46653.21338,1036.0,1607.0,552,204,48,104,Zn32 H204 C552 Br96 N48 O104,0.10787,0.09975,0.15932000000000002
SR_niq_v1-3c_Cu_imadazoline_Ch_v2-4c_bicyclooctane_Ch_1TrU_Ch_1DoU_Ch_1B_4H_Ch_2x1x1,11.46791,9.02794,11.46791,9.02794,8.24936,11.46791,11.46791,8.24936,11.11154,41736.4,5348.46,26104.5,0.62546,2,44.931281179418924,0.0,2450.616,63.54600000000001,63.54600000000001,niq,30.27071,35.09939,39.6793,88.36225999999998,82.06565,89.29348,0.38263,41736.44823,784.0,1040.0,416,224,96,0,Cu48 H224 C416 N96,0.10126,0.08507999999999999,0.08918
SR_whe_v1-6c_Cr_1_Ch_1B_4H_Ch_1x1x1,16.62981,4.55616,16.26208,14.90637,4.59194,16.62981,16.61853,14.90637,16.61853,26301.7,3292.26,12164.6,0.4625,6,7.325828142797509,3.08103152094262,164.11599999999999,171.987,51.996,whe,25.24032,25.70226,40.54688,90.66878,90.23383,90.29681,0.6710699999999999,26301.73378,832.0,1248.0,384,192,0,208,Cr48 H192 C384 O208,0.42108,0.37577,0.96463
SR_bch_v1-3c_triazine_Ch_v2-3c_pyrrole_Ch_v3-6c_Mg_1_Ch_2B_2SH_Ch_ntn_edge_1x1x1,12.98898,9.47166,12.98898,9.47166,9.36380,12.19431,12.98898,9.43547,12.52831,31989.7,2489.14,12257.8,0.38318,5,27.354600551918374,0.0,1375.614,24.305,24.305,bch,31.71191,31.73346,31.78936,89.65399000000002,89.85933,89.79075,0.7439899999999999,31989.65819,1176.0,1675.0,504,288,48,192,Mg48 H288 C504 S96 N48 O192,0.18851,0.20178,0.24158
SR_ftf_v1-4c_bicyclooctane_Ch_v2-4c_Cd_1_Ch_ntn_edge_1B_2CH3_Ch_1x1x2,20.30261,18.81434,20.30261,18.81434,7.46612,20.23304,20.30261,7.34163,20.28706,97214.3,4431.62,46657,0.47994,7,54.931863894583024,0.0,9708.158000000001,112.4,112.41,ftf,44.02111,49.37201,51.06019000000001,118.80447,91.31508,89.81326999999997,0.5320600000000001,97214.29447,3120.0,5334.0,1536,1152,0,384,Cd48 H1152 C1536 O384,0.11022,0.11439,0.23642
SR_vbm_v1-6c_Zr_1_Ch_2B_2Br_Ch_1x1x1,18.43583,12.74822,14.65073,12.74822,10.97010,17.77866,14.65073,10.97010,18.43583,223252,2862.52,136943,0.6134,6,11.615605511416572,11.077421085745408,555.798,889.498,79.904,vbm,39.65808,74.9276,75.13186,90.08565,90.13546,90.05881,0.60858,223252.20023,4032.0,7234.0,1344,1088,0,1024,Zr192 H1088 C1344 Br384 O1024,0.58909,0.69175,0.82106
SR_zzz_v1-3c_pyrrole_Ch_v2-6c_Mg_1_Ch_2B_2SH_Ch_1x1x2,22.14459,16.61036,21.15130,16.61036,10.61056,21.20282,21.15130,9.63386,21.59093,105266,4936.29,70774.2,0.67234,5,23.35062100063176,0.0,1037.399,24.305,24.305,zzz,38.92098,51.97226,52.03992,89.8197,89.92953,89.77472,0.31434,105265.51675,1648.0,2346.0,736,464,16,192,Mg48 H464 C736 S192 N16 O192,0.35921,0.24502,0.18636
SR_whq_v1-6c_Al_1_Ch_1B_4F_Ch_1x1x1,15.64070,6.00189,14.81937,13.29386,6.31023,15.62236,15.54037,13.29386,15.54037,61180.6,3007.59,28774.5,0.47032,6,7.397512674959469,3.099076272314868,236.076,96.945,26.982,whq,38.11159,38.16305,42.06445,89.89679,89.89686999999998,89.98992,0.6993199999999999,61180.63352999999,1664.0,2641.0,768,0,0,416,Al96 C768 O416 F384,0.17626,0.1754,0.1378
SR_ssb_v1-4c_B_Ch_v2-4c_Cu_1_Ch_2B_2Br_Ch_1x1x1,25.64067,13.43072,25.47919,13.61217,12.84715,25.12604,25.37484,13.61217,25.37484,63662.5,3050.56,44170.3,0.69382,4,24.39310588664392,2.3712946626535047,2121.236,127.09200000000001,63.54600000000001,ssb,39.87359,39.94187,39.97336,90.00368,90.05899000000002,90.07962,0.46915,63662.50572000001,816.0,1277.0,464,144,0,64,Cu16 H144 C464 Br128 O64,0.31325,0.23135,0.32141
SR_pfm_v1-12c_Zr_1_Ch_v2-4c_porphyrin_Ch_v3-4c_bicyclooctane_Ch_1B_2SH_Ch_2x2x1,7.95966,4.21147,7.95105,4.49737,4.24986,7.94810,7.06736,4.49737,7.06736,43894.2,2675.86,8708.61,0.1984,12,15.054322165844136,5.686631092084048,837.0260000000001,679.368,32.06,pfm,29.082590000000003,38.41386,39.29824,89.91229,89.52841,88.95999,1.02801,43894.22489,2048.0,3235.0,960,560,32,256,Zr48 H560 C960 S192 N32 O256,0.12209,0.14718,0.0833
SR_fsd_v1-4c_porphyrin_Ch_v2-6c_Zn_1_Ch_1TrU_Ch_1B_4H_Ch_1x1x1,19.15593,5.96486,18.20243,16.43122,5.84757,19.12910,19.15593,16.43122,19.15593,12944.1,4642.82,8236.36,0.6363,6,30.60639802414505,3.2811047259430777,1036.973,277.519,65.38,fsd,22.45353,22.50446,25.61782,89.99943,90.12576,90.56142,0.37939,12944.1468,258.0,368.0,144,64,16,26,Zn8 H64 C144 N16 O26,0.09623,0.06761,0.5461699999999999
SR_smh_v1-6c_Mg_1_Ch_1B_4Br_Ch_1x1x1,45.75476,44.73165,45.75376,44.73165,6.71361,45.62709,45.75376,6.41526,45.65651,88028.1,2550,65306.3,0.74188,5,7.363092576971921,0.0,479.7,24.305,24.305,smh,33.257690000000004,55.11431,55.31398000000001,60.25276,89.88929,89.86967,0.4199100000000001,88028.07972000002,936.0,1460.0,360,72,0,288,Mg72 H72 C360 Br144 O288,0.07711,0.054720000000000005,0.06441000000000001
SR_ttu_v1-6c_Al_1_Ch_v2-3c_B_Ch_1DoU_Ch_1TrU_Ch_2x2x1,17.86873,9.77950,17.83372,9.77950,9.77950,17.86643,17.86643,9.77950,17.81671,159581,5156.27,93070.9,0.58322,6,17.59593576563864,3.080868891026843,454.389,96.945,26.982,ttu,44.00521,44.30172,94.2744,89.40839,89.66193,60.26546,0.38885,159581.03557,3648.0,5402.0,1872,1008,0,624,Al144 H1008 C1872 O624,0.3889,0.17357,0.12236
SR_epc_v1-6c_Fe_1_Ch_v2-4c_1anC_Ch_v3-4c_ethene_Ch_1TrU_Ch_1DoU_Ch_1x1x2,14.60375,3.32127,14.39413,6.95588,3.32127,13.88412,14.42923,6.95588,14.42923,21218.7,3036.33,8508.72,0.401,6,11.022791513249672,3.3408205298288607,296.14599999999996,183.53400000000002,55.845,epc,23.65059,23.74189,37.79393,90.16881,90.13574,90.92408,0.78356,21218.7414,648.0,892.0,328,64,0,208,Fe48 H64 C328 O208,0.09661,0.06681000000000001,0.11642
SR_xbm_v1-8c_Co_1_Ch_v2-4c_bicyclooctane_Ch_1DoU_Ch_1TrU_Ch_2x2x2,9.02259,5.84173,8.72621,6.01633,6.01633,8.60095,8.60095,5.68378,8.90136,39103.4,4523.19,14070.2,0.35982,12,24.710607512262644,3.8858897765598033,1649.595,251.731,58.933,xbm,32.275,34.58469,35.03555,90.75429,90.28906,90.12079,0.64591,39103.43191,1448.0,1985.0,896,384,0,136,Co32 H384 C896 O136,0.11167,0.10595,0.15469000000000002
SR_crsd_v1-8c_Co_1_Ch_v2-4c_1anC_Ch_2TrU_Ch_1TrU_Ch_1x1x1,6.65011,5.63911,6.35701,5.63911,5.54269,6.61072,6.35701,5.54269,6.45003,13277.3,3577.5,4337.95,0.32672,14,13.64655142278968,4.095603620412744,380.223,251.731,58.933,crsd,21.38858,24.04554,25.81768,89.91526999999998,89.404,89.90644,0.85649,13277.28093,400.0,548.0,232,0,0,136,Co32 C232 O136,0.02335,0.03982,0.04653
SR_lwh_v1-6c_Mg_1_Ch_v2-4c_porphyrin_Ch_v3-3c_triazine_Ch_1B_2NH2_Ch_1x1x1,35.85150,10.53477,35.54442,10.53477,10.53477,35.83656,35.83656,10.53477,35.66480,153154,5473.05,105854,0.69116,5,2.1881795695522785,0.0,45.016999999999996,24.305,24.305,lwh,53.46525,53.49912,53.54419,90.03327,90.11588,90.1857,0.27753,153153.64865,2760.0,4060.0,1200,888,432,192,Mg48 H888 C1200 N432 O192,0.26535,0.27969,0.20287
SR_ttp_v1-3c_triazine_Ch_v2-6c_Cr_1_Ch_ntn_edge_2B_2NO2_Ch_1x1x2,29.21772,7.91530,29.16465,27.61413,7.91530,29.07104,29.10179,27.61413,29.10179,57292.2,4526.53,40378.4,0.70478,6,27.12231081565074,3.0659065658998834,1660.878,171.987,51.996,ttp,34.67283,41.83281,43.39106,89.53209,89.47933,65.55479,0.30877,57292.19354,832.0,1127.0,348,96,132,244,Cr12 H96 C348 N132 O244,0.18765,0.17044,0.22165
SR_law_v1-3c_Cu_imadazoline_Ch_v2-3c_Cu_imadazoline_Ch_2B_4CN_Ch_1x1x1,75.92999,28.58005,75.54402,28.61238,28.40144,75.54402,75.92999,28.61238,75.92999,1.42661e+06,5813.75,1.31245e+06,0.91998,2,14.414489496012724,0.0,484.402,63.54600000000001,63.54600000000001,law,112.55075,112.56704,112.60164,89.9761,89.98323,89.97763,0.07687000000000001,1426606.83875,4752.0,5776.0,2808,432,1296,0,Cu216 H432 C2808 N1296,0.2251,0.16563,0.18454
SR_gwe_v1-3c_Cu_imadazoline_Ch_v2-4c_porphyrin_Ch_v3-3c_Cu_imadazoline_Ch_v4-3c_Cu_imadazoline_Ch_v5-4c_Cu_1_Ch_1TrU_Ch_2TrU_Ch_ntn_edge_1x1x1,40.86097,22.98660,40.86097,32.22563,22.78473,40.72532,40.72182,32.22563,40.72182,316291,5126.5,275370,0.87062,2,9.612952506015093,0.0,158.116,63.54600000000001,63.54600000000001,gwe,60.9703,62.17273,95.6447,90.00401,89.99979,119.26301,0.14045,316291.40273000003,1860.0,2450.0,912,408,336,48,Cu156 H408 C912 N336 O48,0.05063,0.04859,0.05057
SR_lng_v1-6c_Zn_1_Ch_v2-6c_bicyclooctane_Ch_v3-4c_1anC_Ch_1B_2CN_Ch_1x1x1,8.12137,3.36633,7.35102,3.36633,3.23577,7.21066,7.35102,3.23577,7.71201,13174.3,2015.53,1796.45,0.13636,6,59.73497797242157,3.2792359452607247,7646.418000000001,277.519,65.38,lng,23.42026,23.62901,23.80716,90.31235,90.40981,90.01253,1.10374,13174.29539,720.0,894.0,452,104,96,52,Zn16 H104 C452 N96 O52,0.07527,0.06891,0.06377000000000001
SR_wkp_v1-6c_Fe_1_Ch_1B_4Br_Ch_1x1x2,11.56230,10.19291,11.56230,10.19291,4.39037,11.33668,11.56230,4.47143,7.62597,21322.8,1598.26,5999.82,0.28138,6,7.447342382940708,3.4197962423542103,479.7,183.53400000000002,55.845,wkp,22.77714,32.64965,32.78719,60.98842,89.73722,89.67621,1.51637,21322.81975,624.0,999.0,288,0,0,156,Fe36 C288 Br144 O156,0.19948,0.20073,0.8897700000000001
SR_hcpd_v1-8c_Mn_1_Ch_v2-4c_1anC_Ch_ntn_edge_1B_2Br_Ch_2x2x2,10.56046,4.47196,9.58166,4.47196,4.39234,10.50494,9.58166,4.38943,10.50494,7058.19,2301.43,2184.23,0.30946,16,17.356728903379835,5.0989313501041575,2069.485,255.202,54.938,hcpd,18.23503,18.41975,24.15934,88.60177,89.16901,60.465680000000006,1.15785,7058.19217,234.0,365.0,104,28,64,0,Mn8 H28 C104 Br28 N64 Cl2,0.64379,0.68761,1.7635
SR_xby_v1-4c_bicyclooctane_Ch_v2-6c_Fe_1_Ch_1TrU_Ch_1DoU_Ch_3x3x1,10.12643,6.73768,9.97699,7.24023,7.24023,9.97699,9.97699,7.23616,10.03824,41812.1,4314.73,19175.8,0.45862,6,17.789087813610088,3.439644474658392,634.4630000000001,183.53400000000002,55.845,xby,33.62044,37.74185,37.84057,60.56903000000001,89.22662,88.98210999999998,0.58475,41812.05618,1116.0,1580.0,648,180,0,234,Fe54 H180 C648 O234,0.09091,0.07567,0.08545
SR_hex_v1-8c_Co_1_Ch_1B_2CN_Ch_2x2x1,8.30828,4.11446,6.56734,4.11446,4.11446,6.81324,6.81324,2.90739,7.31904,12738.6,2285.84,2119.2,0.16636,12,8.011298564212982,4.140826578226381,214.136,251.731,58.933,hex,23.85558,24.16498,25.23918,89.51526,92.03476,118.82171,1.15574,12738.61443,616.0,838.0,320,64,64,136,Co32 H64 C320 N64 O136,0.17496,0.14872,1.10782
SR_tfe_v1-3c_Cu_imadazoline_Ch_v2-3c_Cu_imadazoline_Ch_v3-4c_Cu_1_Ch_1TrU_Ch_2TrU_Ch_1x1x1,48.70876,26.36986,37.79894,26.37424,26.37424,37.79894,37.79894,26.36832,37.79781,156417,5264.13,141858,0.90692,2,9.61149026277143,0.0,158.116,63.54600000000001,63.54600000000001,tfe,53.87349,53.88185,53.88493,89.98733,89.98716,89.94974,0.10445,156417.27419,618.0,807.0,288,120,120,24,Cu66 H120 C288 N120 O24,0.19029,0.24423000000000006,0.24318
SR_pds_v1-4c_V_1_Ch_v2-4c_porphyrin_Ch_v3-4c_V_1_Ch_v4-4c_bicyclooctane_Ch_ntn_edge_1B_4Br_Ch_2x2x2,4.95224,2.89224,4.42828,2.89224,2.61588,4.95224,4.42828,2.60940,4.95224,6094.38,1485.2,356.277,0.05846,4,20.056839821029662,2.08712331291565,2801.6409999999996,101.884,50.942,pds,15.74124,19.4026,19.97061,91.39183,91.85744,90.21859,1.69328,6094.37502,328.0,480.0,176,52,8,48,V12 H52 C176 Br32 N8 O48,0.25924,0.24542,0.38823
SR_noq_v1-4c_In_1_Ch_v2-4c_In_1_Ch_2B_2CF3_Ch_1x1x1,24.74550,13.27450,24.30567,19.67963,19.67963,23.98237,23.98237,13.27450,24.30497,72222.7,4137.1,53310.5,0.73814,4,11.6803537447871,0.0,512.202,114.8,114.82,noq,31.18192,38.02431,63.36834,90.00632,90.26646,105.99964,0.31432,72222.71701000001,924.0,1578.0,432,96,0,96,In12 H96 C432 O96 F288,0.14868,0.13912,0.06244
SR_urn_v1-8c_Zr_1_Ch_v2-4c_pyrene_Ch_v3-3c_B_Ch_1TrU_Ch_ntn_edge_1x1x1,39.43280,23.26289,39.41599,23.47165,23.27336,39.39958,39.41540,23.47165,39.41540,59266,4279.47,45343.2,0.76508,8,35.49459756517211,10.918651038642867,6390.106,819.454,91.224,urn,38.97979,38.99229,38.99308,90.0042,90.00967,90.00281,0.24792,59266.02036,762.0,1240.0,456,192,0,96,Zr18 H192 C456 O96,0.82194,0.69724,1.34394
SR_kms_v1-6c_CdZn_1_Ch_v2-3c_pyrrole_Ch_v3-3c_triazine_Ch_2B_4CN_Ch_ntn_edge_1x1x1,36.33915,13.01157,36.33336,33.91465,12.92787,36.10185,36.33336,33.91465,36.33336,134589,4804.39,87081.5,0.64702,6,48.5779233607067,3.3019330255009733,4227.164000000001,418.579,65.38,kms,51.03541,51.98845,58.13894000000001,89.84958,89.85924,60.75031,0.34391,134588.6484,2046.0,2432.0,1356,24,564,78,Zn6 Cd18 H24 C1356 N564 O78,0.1078,0.1336,0.07954
